Code_ARP;Libelle_medicament;DCI_brute;Substance_texte;Substance_norm
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E;VITAMINE A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Zn;ZN
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;mg;MG
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Cu;CU
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Mn;MN
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Mo;MO
ARP000147;ALVITYL PLUS - BOITE / 40;Vitamine A, B1, B2,B3, B5, B8, B6, B9, B12,C, D3,E / Zn / Fe / mg / Cu / Mn / Mo / Se;Se;SE
ARP002904;PLASMOTRIM - BOITE / 600;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 6;AMODIAQUINE / ARTESUNATE;AMODIAQUINE;AMODIAQUINE
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 6;AMODIAQUINE / ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 3;AMODIAQUINE / ARTESUNATE;AMODIAQUINE;AMODIAQUINE
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 3;AMODIAQUINE / ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP000914;COARSUCAM - BOITE / 6;ARTESUNATE / AMODIAQUINE;ARTESUNATE;ARTESUNATE
ARP000914;COARSUCAM - BOITE / 6;ARTESUNATE / AMODIAQUINE;AMODIAQUINE;AMODIAQUINE
ARP000914;COARSUCAM - BOITE / 3;ARTESUNATE / ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP000914;COARSUCAM - BOITE / 3;AMODIAQUINE / ARTESUNATE;AMODIAQUINE;AMODIAQUINE
ARP000914;COARSUCAM - BOITE / 3;AMODIAQUINE / ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP003624;TOMYCOSE - FLACON / 25 ml;TOLNAFTATE;TOLNAFTATE;TOLNAFTATE
ARP000592;BONNET ROUGE JUNIOR LAIT DE CROISSANCE - POT / 400 mg;MINERAUX / PROTEINE HUMAINT / VITAMINE;MINERAUX;MINERAUX
ARP003146;RINOMICINE - BOITE / 10;CHLORPHENAMINE/PHENYLEPHRINE / SALICYLAMIDE / PARACETAMOL/CAFEINE/VITAMINE C;CHLORPHENAMINE;CHLORPHENAMINE
ARP002820;PASTILLE VALDA SANS SUCRE DIET - BOITE / 60 g;MENTHOL / EUCALYPTOL / GAIACOL / TERPINOL / THYMOL;MENTHOL;MENTHOL
ARP002820;PASTILLE VALDA SANS SUCRE DIET - BOITE / 60 g;MENTHOL / EUCALYPTOL / GAIACOL / TERPINOL / THYMOL;EUCALYPTOL;EUCALYPTOL
ARP002407;MOXYDAR - BOITE / 30;GOMME GUAR ENROBE / HYDROXYDE DE MAGNESIUM / OXYDE D ALUMINIUM HYDRATE / PHOSPHATE D’ALUMINIUM;GOMME GUAR ENROBE;GOMME GUAR ENROBE
ARP000145;ALVITE - FLACON / 200 ml;CYANOCOBALAMINE / D-PANTHENOL / NIACINAMIDE / PYRIDOXINE / RIBOFLAVINE / SULFATE DE FER / THIAMINE;SULFATE DE FER;SULFATE DE FER
ARP003390;STIMOL - BOITE / 18;CITRULLINE;CITRULLINE;CITRULLINE
ARP001465;FERIFIP - BOITE / 40;ACEROLA / GLUCONATE DE FER / MALTODEXTRINE / STEARATE DE MAGNESIUM / VITAMINE B6;ACEROLA;ACEROLA
ARP001465;FERIFIP - BOITE / 40;ACEROLA / GLUCONATE DE FER / MALTODEXTRINE / STEARATE DE MAGNESIUM / VITAMINE B6;MALTODEXTRINE;MALTODEXTRINE
ARP001719;GRANBERRY - BOITE / 40;CANNEBERGE;CANNEBERGE;CANNEBERGE
ARP003407;SULFADOXINE+PYRIMETHAMINE - BOITE / 300;PYRIMETHAMINE / SULFADOXINE;SULFADOXINE;SULFADOXINE
ARP003322;SOMAZINA - BOITE / 5 AMPOULES;CITICOLINE;CITICOLINE;CITICOLINE
ARP002499;NETAZOX-DT - BOITE / 6;NITAZOXANIDE;NITAZOXANIDE;NITAZOXANIDE
ARP002494;NETAZOX - FLACON / 30 ml;NITAZOXANIDE;NITAZOXANIDE;NITAZOXANIDE
ARP002283;MELEX - BOITE / 30;MEXAXOLAM;MEXAXOLAM;MEXAXOLAM
ARP002127;LIDOCAINE - FLACON / 20 ml;EPINEPHRINE / LIDOCAINE CHLORHYDRATE ANHYDRE;EPINEPHRINE;EPINEPHRINE
ARP003168;ROSIX - BOITE / 14;ROSIGLITAZONE;ROSIGLITAZONE;ROSIGLITAZONE
ARP001111;DEVALEX - BOITE / 60;NATEGLINIDE;NATEGLINIDE;NATEGLINIDE
ARP001111;DEVALEX - BOITE / 30;NATEGLINIDE;NATEGLINIDE;NATEGLINIDE
ARP001111;DEVALEX - BOIOTE / 30;NATEGLINIDE;NATEGLINIDE;NATEGLINIDE
ARP000469;BABYGREBS - FLACON / 110 ml;EXTRAIT D’ANIS / EXTRAIT DE CAMOMILE / EXTRAIT DE FENOUILLE / EXTRAIT DE MENTHE EPICEE / EXTRAIT DE REGLISSE;EXTRAIT D’ANIS;EXTRAIT D’ANIS
ARP000469;BABYGREBS - FLACON / 110 ml;EXTRAIT D’ANIS / EXTRAIT DE CAMOMILE / EXTRAIT DE FENOUILLE / EXTRAIT DE MENTHE EPICEE / EXTRAIT DE REGLISSE;EXTRAIT DE CAMOMILE;EXTRAIT DE CAMOMILE
ARP000469;BABYGREBS - FLACON / 110 ml;EXTRAIT D’ANIS / EXTRAIT DE CAMOMILE / EXTRAIT DE FENOUILLE / EXTRAIT DE MENTHE EPICEE / EXTRAIT DE REGLISSE;EXTRAIT DE FENOUILLE;EXTRAIT DE FENOUILLE
ARP000469;BABYGREBS - FLACON / 110 ml;EXTRAIT D’ANIS / EXTRAIT DE CAMOMILE / EXTRAIT DE FENOUILLE / EXTRAIT DE MENTHE EPICEE / EXTRAIT DE REGLISSE;EXTRAIT DE MENTHE EPICEE;EXTRAIT DE MENTHE EPICEE
ARP000469;BABYGREBS - FLACON / 110 ml;EXTRAIT D’ANIS / EXTRAIT DE CAMOMILE / EXTRAIT DE FENOUILLE / EXTRAIT DE MENTHE EPICEE / EXTRAIT DE REGLISSE;EXTRAIT DE REGLISSE;EXTRAIT DE REGLISSE
ARP003259;SERDEP - BOITE / 14;nan;nan;NAN
ARP003105;REYATAZ - BOITE / 60;nan;nan;NAN
ARP001002;CURACNE - BOITE / 30;nan;nan;NAN
ARP000798;CHRONODINE - BOITE / 30;DILTIAZEM;DILTIAZEM;DILTIAZEM
ARP000561;BIOFAR CALCIUM / MAGNESIUM - BOITE / 20;CALCIUM / MAGNESIUM;CALCIUM;CALCIUM
ARP003168;ROSIX - BOITE / 28;ROSIGLITAZONE;ROSIGLITAZONE;ROSIGLITAZONE
ARP002991;PROSTATONIN - BOITE / 30;EXTRAIT DE PRUNIER / FEUILLE D’ORTIE;EXTRAIT DE PRUNIER;EXTRAIT DE PRUNIER
ARP002991;PROSTATONIN - BOITE / 30;EXTRAIT DE PRUNIER / FEUILLE D’ORTIE;FEUILLE D’ORTIE;FEUILLE D’ORTIE
ARP000870;CLOFEN - TUBE / 20 g;DICLOFENAC SEL DE SODIUM;DICLOFENAC SEL DE SODIUM;DICLOFENAC SEL DE SODIUM
ARP000799;CHRONOMIDE - BOITE / 30;DILTIAZEM;DILTIAZEM;DILTIAZEM
ARP003035;QUININE - BOITE / 100;QUININE DIHYDROCHLORURE;QUININE DIHYDROCHLORURE;QUININE DIHYDROCHLORURE
ARP000925;COLCHIMAX - BOITE / 20;COLCHICINE CRISTALLISE / METHYLSULFATE DE TIEMONIUM / POUDRE D’OPIUM;COLCHICINE CRISTALLISE;COLCHICINE CRISTALLISE
ARP000391;AVODAN - BOITE / 60;DIDANOSINE;DIDANOSINE;DIDANOSINE
ARP000506;BENZYL BENZOATE - FLACON / 1 L;BENZYL BENZOATE;BENZYL BENZOATE;BENZYL BENZOATE
ARP000198;AMOXICILLINE - BOITE / 1000;nan;nan;NAN
ARP000191;AMODIAQUINE - BOITE / 1000;AMODIAQUINE;AMODIAQUINE;AMODIAQUINE
ARP003873;VITAMINE B6 - BOITE / 100;PYRIDOXINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE
ARP003405;SULFADOXINE / PYRIMETHAMINE - BOITE / 3;PYRIMETHAMINE / SULFADOXINE;SULFADOXINE;SULFADOXINE
ARP001388;ETHAMBUTOL - BOITE / 1000;ETHAMBUTOL;ETHAMBUTOL;ETHAMBUTOL
ARP000494;BECIDOUZE - BOITE / 20;VITAMINE B 12 / VITAMINE B1 / VITAMINE B6;VITAMINE B 12;VITAMINE B 12
ARP001917;INSULET RAPIDE - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION
ARP001916;INSULET NPH - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE
ARP001915;INSULET MIX 30 - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION;INSULINE HUMAINE BIOGENETIQUE EN SOLUTION
ARP001575;FORSUNATE - BOITE / 12;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP004008;ZOMAX - nan;nan;nan;NAN
ARP003744;UMILINE ZINC COMPOSE - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP003743;UMILINE RAPIDE - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP003742;UMILINE PROTAMINE ISOPHANE - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE
ARP003741;UMILINE PROFIL - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISE
ARP003363;STADINE - BOITE / 60;STAVUDINE;STAVUDINE;STAVUDINE
ARP002677;OPRAZOLE - BOITE / 14;nan;nan;NAN
ARP001357;ERGOMETRINE - BOITE / 100;ERGOMETRINE MALEATE;ERGOMETRINE MALEATE;ERGOMETRINE MALEATE
ARP001248;DUO-COTEXIN - BOITE / 8;DIHYROARTEMISINE / PIPERAQUINE;DIHYROARTEMISINE;DIHYROARTEMISINE
ARP001248;DUO-COTEXIN - BOITE / 8;DIHYROARTEMISINE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP001184;DIVIR - BOITE / 60;DIDANOSINE;DIDANOSINE;DIDANOSINE
ARP001167;DINOR - BOITE / 60;DIDANOSINE;DIDANOSINE;DIDANOSINE
ARP003123;RIABAL - BOITE / 20;Prifinium bromure;Prifinium bromure;PRIFINIUM BROMURE
ARP003669;TRICLOSAN - FLACON / 80 g;Triclocarben;Triclocarben;TRICLOCARBEN
ARP003624;TOMYCOSE - FLACON / 125 ml;TOLNAFTATE;TOLNAFTATE;TOLNAFTATE
ARP003123;RIABAL - BOITE / 6;Prifinium bromure;Prifinium bromure;PRIFINIUM BROMURE
ARP002812;PARFEDERM - TUBE / 30 g;BUFEXAMAC;BUFEXAMAC;BUFEXAMAC
ARP002800;PARADEX - BOITE / 20;DEXTROPROPOXYPHENE / PARACETAMOL;DEXTROPROPOXYPHENE;DEXTROPROPOXYPHENE
ARP002512;NEUROVITAN - BOITE / 30;CYANOCOBALAMINE / OCTAMINE / PYRIDOXINE HYDROCHLORIDE / RIBOFLAVINE;OCTAMINE;OCTAMINE
ARP002512;NEUROVITAN - BOITE / 30;CYANOCOBALAMINE / OCTAMINE / PYRIDOXINE HYDROCHLORIDE / RIBOFLAVINE;PYRIDOXINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE
ARP000474;BACTICID - FLACON / 125 ml;tolnaftate;tolnaftate;TOLNAFTATE
ARP002736;Oxy.B.PHYT 90 - BOITE / 60;GINKGO BILOBA / VITAMINE B1 / VITAMINE B2 / VITAMINE B5 / VITAMINE B9 / VITAMINE PP;GINKGO BILOBA;GINKGO BILOBA
ARP001990;JUVESKIN 90 - BOITE / 60;5-MOP / BROMELAINE / CURCUMINE / PAPAINE / PIDOLATE DE ZINC;5-MOP;5 MOP
ARP001990;JUVESKIN 90 - BOITE / 60;5-MOP / BROMELAINE / CURCUMINE / PAPAINE / PIDOLATE DE ZINC;CURCUMINE;CURCUMINE
ARP001990;JUVESKIN 90 - BOITE / 60;5-MOP / BROMELAINE / CURCUMINE / PAPAINE / PIDOLATE DE ZINC;PAPAINE;PAPAINE
ARP001990;JUVESKIN 90 - BOITE / 60;5-MOP / BROMELAINE / CURCUMINE / PAPAINE / PIDOLATE DE ZINC;PIDOLATE DE ZINC;PIDOLATE DE ZINC
ARP000775;CHLOROPHYT - BOITE / 60;CHLOROPHYLLE / PROPOLIS;CHLOROPHYLLE;CHLOROPHYLLE
ARP000775;CHLOROPHYT - BOITE / 60;CHLOROPHYLLE / PROPOLIS;PROPOLIS;PROPOLIS
ARP002964;PROBIO PHYT - BOITE / 60;OrGe;OrGe;ORGE
ARP003782;VACCIN BCG - FLACON / 20 DOSES;BACILLUS CALMETTE GURIN;BACILLUS CALMETTE GURIN;BACILLUS CALMETTE GURIN
ARP003036;QUININE RESORCINE - BOITE / 100 AMPOULES 4 ml;QUININE RESORCINE;QUININE RESORCINE;QUININE RESORCINE
ARP003036;QUININE RESORCINE - BOITE / 100 AMPOULES DE 2 ml;QUININE RESORCINE;QUININE RESORCINE;QUININE RESORCINE
ARP000255;ANTI-ANOREX TRIPLE - FLACON / 150 ml;ACETYL-GLUTAMATE DE DIMETHYLAMINOETHANOL / CIPROHEPTADINE / METOCLOPRAMIDE;ACETYL-GLUTAMATE DE DIMETHYLAMINOETHANOL;ACETYL GLUTAMATE DE DIMETHYLAMINOETHANOL
ARP002700;OROKEN NOURRISSON - FLACON / 40 ml;CEFIXIME;CEFIXIME;CEFIXIME
ARP003710;TUSSIPAX - FLACON / 100 ml;BROMHYDRATE DE DEXTROMETROPHANE / GUAIFENESINE / MENGLYTATE;MENGLYTATE;MENGLYTATE
ARP003064;RANI-DENK - BOITE / 50;nan;nan;NAN
ARP002904;PLASMOTRIM - BOITE / 150;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP002393;MONOTARD HM - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE AMORPHE;INSULINE HUMAINE BIOGENETIQUE AMORPHE;INSULINE HUMAINE BIOGENETIQUE AMORPHE
ARP003841;VICOMBIL - FLACON / 200 ml;ACIDE ASCORBIQUE / CYANOCOBALAMINE / ERGOCALCIFÉROL / NICOTINAMIDE / PYRIDOXINE / Rètinol / RIBOFLAVONE / THIAMINE / TOCOPHÉRO ACÉTATE;TOCOPHÉRO ACÉTATE;TOCOPHERO ACETATE
ARP003841;VICOMBIL - BOITE / 60;ACIDE ASCORBIQUE / ACIDE FOLIQUE / CYANOCOBOLAMINE / ERGOCALCIFÉROL / NICOTINAMIDE / PANTHOTENATE CACIUM / PYRIDOXINE / Rètinol / RIBOFLAVINE / THIAMINE / TOCOPHÉROL;TOCOPHÉROL;TOCOPHEROL
ARP002363;MIGRETIL - BOITE / 20;ALCALOIDE DE LA BELLADONE / CAFEINE / PARACETAMOL / TARTRATE D’ERGOMETRINE;ALCALOIDE DE LA BELLADONE;ALCALOIDE DE LA BELLADONE
ARP002363;MIGRETIL - BOITE / 20;ALCALOIDE DE LA BELLADONE / CAFEINE / PARACETAMOL / TARTRATE D’ERGOMETRINE;TARTRATE D’ERGOMETRINE;TARTRATE D’ERGOMETRINE
ARP002380;MIXTARD HM - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP001914;INSULATARD HM - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP000041;ACTRAPID HM - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP003719;TYPHERIX - BOITE / 1 SERINgUE PRE-REMPLIE;Salmonella typhi polyoside vi souche ty2;Salmonella typhi polyoside vi souche ty2;SALMONELLA TYPHI POLYOSIDE VI SOUCHE TY2
ARP003714;TWINRIX ENFANT - BOITE / 1 SERINgUE PRE-REMPLIE;Virus de l’hèpatite A inactivè et purifiè / AntiGène proteique recombinant HBS(AGHBS);Virus de l’hèpatite A inactivè et purifiè;VIRUS DE L’HEPATITE A INACTIVE ET PURIFIE
ARP003714;TWINRIX ENFANT - BOITE / 1 SERINgUE PRE-REMPLIE;Virus de l’hèpatite A inactivè et purifiè / AntiGène proteique recombinant HBS(AGHBS);AntiGène proteique recombinant HBS(AGHBS);ANTIGENE PROTEIQUE RECOMBINANT HBS(AGHBS)
ARP003713;TWINRIX ADULTE - BOITE / 1 SERINgUE PRE-REMPLIE;Virus de l’hèpatite A inactivè et purifiè / AntiGène proteique recombinant HBS(AGHBS);Virus de l’hèpatite A inactivè et purifiè;VIRUS DE L’HEPATITE A INACTIVE ET PURIFIE
ARP003713;TWINRIX ADULTE - BOITE / 1 SERINgUE PRE-REMPLIE;Virus de l’hèpatite A inactivè et purifiè / AntiGène proteique recombinant HBS(AGHBS);AntiGène proteique recombinant HBS(AGHBS);ANTIGENE PROTEIQUE RECOMBINANT HBS(AGHBS)
ARP003263;SERETIDE DISKUS - FLACON / 60 DOSES;FLUTICASONE / SALMETEROL;FLUTICASONE;FLUTICASONE
ARP002186;LOVENOX - BOITE / 6 SERINgUES PRE-REMPLIES;ENOXAPARINE;ENOXAPARINE;ENOXAPARINE
ARP001815;HIBERIX - BOITE / 1 SERINgUE PRE-REMPLIE;vaccin lyophilisé base de polyccharide capsulaire polyribosyl-ribitol-phosphate purifié / haemophilus influenzae type b, couplé par une liaison covalente A l’anatoxine TETANIQUE;vaccin lyophilisé base de polyccharide capsulaire polyribosyl-ribitol-phosphate purifié;VACCIN LYOPHILISE BASE DE POLYCCHARIDE CAPSULAIRE POLYRIBOSYL RIBITOL PHOSPHATE PURIFIE
ARP001815;HIBERIX - BOITE / 1 SERINgUE PRE-REMPLIE;vaccin lyophilisé base de polyccharide capsulaire polyribosyl-ribitol-phosphate purifié / haemophilus influenzae type b, couplé par une liaison covalente A l’anatoxine TETANIQUE;haemophilus influenzae type b, couplé par une liaison covalente A l’anatoxine TETANIQUE;HAEMOPHILUS INFLUENZAE TYPE B, COUPLE PAR UNE LIAISON COVALENTE A L’ANATOXINE TETANIQUE
ARP001541;FLUDITEC - FLACON / 150 ml;DEXTROMETHORPHANE;DEXTROMETHORPHANE;DEXTROMETHORPHANE
ARP001408;EXFOLIAC - FLACON / 30;ALPHA HYDROXYACIDE / LACTATE DE ZINC;ALPHA HYDROXYACIDE;ALPHA HYDROXYACIDE
ARP001788;HAVRIX 720 JUNIOR - BOITE / 1 SERINgUE PRE-REMPLIE;suspension stérile renfermant le virus de l’hépatite A inactivé par le formaldehyde ( souche HM 175 du virus de l’hépatite A) Havrix720 standardisé pour Garantir un taux d’antiGènes;suspension stérile renfermant le virus de l’hépatite A inactivé par le formaldehyde ( souche HM 175 du virus de l’hépatite A) Havrix720 standardisé pour Garantir un taux d’antiGènes;SUSPENSION STERILE RENFERMANT LE VIRUS DE L’HEPATITE A INACTIVE PAR LE FORMALDEHYDE ( SOUCHE HM 175 DU VIRUS DE L’HEPATITE A) HAVRIX720 STANDARDISE POUR GARANTIR UN TAUX D’ANTIGENES
ARP002192;LRJ - FLACON / 10 ml;PHENIRAMINE / TETYZOLINE;PHENIRAMINE;PHENIRAMINE
ARP002192;LRJ - FLACON / 10 ml;PHENIRAMINE / TETYZOLINE;TETYZOLINE;TETYZOLINE
ARP002907;PLENIVITE - BOITE / 36;Acetate de DI-alphatocoferol 125 / ACIDE ASCORBIQUE C 97 / ACIDE FOLIQUE / CHOLECALCIFEROL / CYANOCOBALAMINE / FUMARATE FERREUX / IODE / NIACINE / RIBOFLAVINE / ZINC;Acetate de DI-alphatocoferol 125;ACETATE DE DI ALPHATOCOFEROL 125
ARP000773;CHLORAMPHENICOL - BOITE / 50;CHLORAMPHENICOL;CHLORAMPHENICOL;CHLORAMPHENICOL
ARP003750;UNIMER - FLACON / 100 ml;EAU DE MER FILTRÉE A 0,22 µ / EAU PURIFIÉE;EAU DE MER FILTRÉE A 0,22 µ;EAU DE MER FILTREE A 0,22 Μ
ARP003750;UNIMER - FLACON / 100 ml;EAU DE MER FILTRÉE A 0,22 µ / EAU PURIFIÉE;EAU PURIFIÉE;EAU PURIFIEE
ARP003374;STAVIR - BOITE / 60;STAVUDINE;STAVUDINE;STAVUDINE
ARP001892;INDIVAN - BOITE / 60;INDINAVIR;INDINAVIR;INDINAVIR
ARP000371;AUDISPRAY - FLACON / 50 ml;AZOTE / EAU DE MER FILTREE;AZOTE;AZOTE
ARP000371;AUDISPRAY - FLACON / 50 ml;AZOTE / EAU DE MER FILTREE;EAU DE MER FILTREE;EAU DE MER FILTREE
ARP003750;UNIMER - FLACON / 100 ml;Eau de mer diluée hypertonique (équivalent à 22 g / l de sels).;Eau de mer diluée hypertonique (équivalent à 22 g;EAU DE MER DILUEE HYPERTONIQUE (EQUIVALENT A 22 G
ARP003750;UNIMER - FLACON / 100 ml;Eau de mer diluée hypertonique (équivalent à 22 g / l de sels).;l de sels).;L DE SELS).
ARP003393;STREPSILS LIDOCAINE - BOITE / 24;nan;nan;NAN
ARP003389;STIMOGENE - FLACON / 200 ml;CITRATE DE TRICHOLINE / CYPROHEPTADINE;CITRATE DE TRICHOLINE;CITRATE DE TRICHOLINE
ARP003100;REVIT-SENG - BOITE / 30;Extrait de GinsenG hautement concentree / Vitamine B1, B2, B6;Extrait de GinsenG hautement concentree;EXTRAIT DE GINSENG HAUTEMENT CONCENTREE
ARP003100;REVIT-SENG - BOITE / 30;Extrait de GinsenG hautement concentree / Vitamine B1, B2, B6;Vitamine B1, B2, B6;VITAMINE B1, B2, B6
ARP003713;TWINRIX ADULTE - BOITE / 1 SERINgUE PRE-REMPLIE;Vaccin combine obtenu par melanGe d’une part du vaccin de l’hépatite A purifié et inactivé et d’antiGéne protéique recombinant (AG HBs);Vaccin combine obtenu par melanGe d’une part du vaccin de l’hépatite A purifié et inactivé et d’antiGéne protéique recombinant (AG HBs);VACCIN COMBINE OBTENU PAR MELANGE D’UNE PART DU VACCIN DE L’HEPATITE A PURIFIE ET INACTIVE ET D’ANTIGENE PROTEIQUE RECOMBINANT (AG HBS)
ARP002249;MAXI-VIT - BOITE / 20;GinsenG-extrait / Vit E / B1, B2, B6, B12 / Acide ascorbique / Calcium panthatenate / Nicotinamide / Fer / Calcium / Phosphore / Cuivre / Zinc / ManGanése / MaGnésium / Iode;GinsenG-extrait;GINSENG EXTRAIT
ARP002249;MAXI-VIT - BOITE / 20;GinsenG-extrait / Vit E / B1, B2, B6, B12 / Acide ascorbique / Calcium panthatenate / Nicotinamide / Fer / Calcium / Phosphore / Cuivre / Zinc / ManGanése / MaGnésium / Iode;Vit E;VIT E
ARP002249;MAXI-VIT - BOITE / 20;GinsenG-extrait / Vit E / B1, B2, B6, B12 / Acide ascorbique / Calcium panthatenate / Nicotinamide / Fer / Calcium / Phosphore / Cuivre / Zinc / ManGanése / MaGnésium / Iode;B1, B2, B6, B12;B1, B2, B6, B12
ARP002249;MAXI-VIT - BOITE / 20;GinsenG-extrait / Vit E / B1, B2, B6, B12 / Acide ascorbique / Calcium panthatenate / Nicotinamide / Fer / Calcium / Phosphore / Cuivre / Zinc / ManGanése / MaGnésium / Iode;Calcium panthatenate;CALCIUM PANTHATENATE
ARP002249;MAXI-VIT - BOITE / 20;GinsenG-extrait / Vit E / B1, B2, B6, B12 / Acide ascorbique / Calcium panthatenate / Nicotinamide / Fer / Calcium / Phosphore / Cuivre / Zinc / ManGanése / MaGnésium / Iode;Calcium;CALCIUM
ARP000755;CETAMYL - BOITE / 12;nan;nan;NAN
ARP003200;SAFORELLE - FLACON / 250 ml;ARETIUM LAPPA ( CONCENTRE PARFUME DE DYNAPHYTOLS DE BARDANE);ARETIUM LAPPA ( CONCENTRE PARFUME DE DYNAPHYTOLS DE BARDANE);ARETIUM LAPPA ( CONCENTRE PARFUME DE DYNAPHYTOLS DE BARDANE)
ARP002265;MEDICAINE - BOITE / 50;L-ADRENALINE BITARTRATE / MEPIVACAINE;L-ADRENALINE BITARTRATE;L ADRENALINE BITARTRATE
ARP001659;GENTA - BOITE / 5;béclométasone, gentamicine, clotrimazole, clioquinol;béclométasone, gentamicine, clotrimazole, clioquinol;BECLOMETASONE, GENTAMICINE, CLOTRIMAZOLE, CLIOQUINOL
ARP003135;RIFODERM - TUBE / 15 g;PREDNISOLONE ACETATE MICRONISE / PROPYLENE GLYCOL / RIFAMYCINE;PREDNISOLONE ACETATE MICRONISE;PREDNISOLONE ACETATE MICRONISE
ARP003135;RIFODERM - TUBE / 15 g;PREDNISOLONE ACETATE MICRONISE / PROPYLENE GLYCOL / RIFAMYCINE;PROPYLENE GLYCOL;PROPYLENE GLYCOL
ARP001499;FLAVYL - BOITE / 50;nan;nan;NAN
ARP000133;ALPHAVIT - FLACON / 120 ml;CHOLECALCIFEROL / NICOTINAMIDE / Riboflavine 5-phosphate / VITAMINE A / VITAMINE B 12 / VITAMINE C;Riboflavine 5-phosphate;RIBOFLAVINE 5 PHOSPHATE
ARP000133;ALPHAVIT - FLACON / 120 ml;CHOLECALCIFEROL / NICOTINAMIDE / Riboflavine 5-phosphate / VITAMINE A / VITAMINE B 12 / VITAMINE C;VITAMINE B 12;VITAMINE B 12
ARP000313;ARTEQUIN - BOITE / 60;ARTESUNATE / MEFLOQUINE;ARTESUNATE;ARTESUNATE
ARP003586;TETRACYCLINE CHLORHYDRATE GALENTIC - TUBE / 5 g;nan;nan;NAN
ARP002694;ORFIX - BOITE / 10;CEFIXIME;CEFIXIME;CEFIXIME
ARP001661;GENTAGAM - BOITE / 1;nan;nan;NAN
ARP000117;ALLERGINE - BOITE / 15;LORATADINE MICRONISEE;LORATADINE MICRONISEE;LORATADINE MICRONISEE
