Code_ARP;Libelle_medicament
ARP001215;DOMPERIDONE ARROW - BOITE / 40
ARP001215;DOMPERIDONE ARROW - FLACON / 200 ml
ARP000725;CEFTAZIDIME AGUETTANT - BOITE / 1 FLACON
ARP000659;CANAFLUCAN - BOITE / 1
ARP000411;AZITRINE - BOITE / 6
ARP003677;TRIFUCOZOLE - BOITE / 4
ARP002632;OFLOCINE SP - FLACON / 100 ml
ARP001537;FLUCOZOLE - BOITE / 10
ARP000700;CEFALORAL - BOTTE / 10
ARP000700;CEFALORAL - BOITE / 10
ARP002340;METRONIDAZOLE GALENTIC PHARMA - FLACON / 100 ml
ARP002009;KETONAL - BOITE / 12
ARP001168;DIOVENOR - BOITE / 15
ARP003768;USTREP - BOITE / 25 FLACONS
ARP003130;RIFAMPICINE / ISONIAZINDE MACLEODS - BOITE / 672
ARP002876;PHLOROGLUCINOL GALIEN - BOITE / 6
ARP002789;PARACETAMOL NESTOR - BOITE / 1000
ARP002257;MEBENDAZOLE UMEDICA - BOITE / 100
ARP002002;KETAMINE UMEDICA - BOITE/ 25 FLACONS
ARP001946;ISONIAZIDE MACLEODS - BOITE / 672
ARP001870;IBUPROFENE NESTOR - BOITE / 1000
ARP001843;HYDROCORTISONE MACLEODS - FLACON / 1
ARP001535;FLUCONAZOLE MACLEODS - BOITE / 60
ARP000303;ARTEFAN CS - BOITE / 6
ARP003978;ZIDOVUDINE MACLEOS - FLACON / 240 ml
ARP003940;XYZALL - FLACON / 75 ml
ARP003861;VISIODIS - BOITE / 10 RECIPIENTS UNIDOSES
ARP003758;UPRADONE - BOITE / 30
ARP003716;TYFLOX - BOITE / 10
ARP003706;TRUVADA - BOITE / 30
ARP003588;TETRACYCLINE GALENTIC PHARMA - TUBE / 5 G
ARP003390;STIMOL - BOITE / 18
ARP003376;STAVUDINE DE MACLEODS - BOITE / 60
ARP003248;SELS DE REHYDRATATION ORALE MULTI-G BV BA - BOITE / 10
ARP003131;RIFAMPICINE MACLEODS - BOITE / 672
ARP003129;RIFAMPICINE / ISONIAZIDE MACLEODS - BOITE / 672
ARP003128;RIFAMPICINE / ISONIAZIDE / PYRAZINAMIDE MACLEODS - BOITE / 672
ARP003127;RIFAMPICINE / ISONIAZIDE / PYRAZINAMIDE / ETHAMBUTOL MACLEODS - BOITE / 672
ARP002972;PROFENID - BOITE / 50 FLACONS
ARP002869;PHENOBARBITAL AFRICASOINS - BOITE / 1000
ARP002715;OXACILLINE CSEP - BOITE / 120
ARP002680;OPTICRON UNIDOSE - BOITE / 10 RECIPIENTS UNIDOSES
ARP002659;OMEPRA-M - BOITE / 1 FLACON
ARP002631;OFLOCINE PERF - FLACON / 100 ml
ARP002599;NYSTATINE GALENTIC PHARMA - TUBE / 30 G
ARP002524;NEVIRAPINE AUROBINDO - FLACON / 240 ml
ARP002511;NEUROLAL - BOITE / 20
ARP002325;METHYLDOPA UMEDICA - BOITE / 100
ARP002170;LOPINAVIR / RITONAVIR AUROBINDO - BOITE / 120
ARP002113;LEVOPHTA - FLACON / 5 ml
ARP002060;LAMIVUDINE MACLEODS - FLACON / 240 ml
ARP002014;KETOPROFENE NEON - BOITE / 2
ARP001987;JUVAMINE TOP FORME 23 - BOITE / 40
ARP001797;HEMORECT - TUBE / 20 G
ARP001549;FLUISEDAL SANS PROMETHAZINE - FLACON / 125 ml
ARP001535;FLUCONAZOLE MACLEODS - BOITE / 7
ARP001500;FLEMING - BOITE / 5 FLACONS
ARP001500;FLEMING - FLACON / 60 ml
ARP001397;EUCHLOR - BOITE / 100
ARP001389;ETHAMBUTOL MACLEODS - BOITE / 672
ARP001371;ERYTHROMYCINE UMEDICA - BOITE / 100
ARP001282;ECONAZOLE GALENTIC PHARMA - TUBE / 30 G
ARP000889;CLOXACILLINE UMEDICA - FLACON / 100 ml
ARP000886;CLOTRIMOXAZOLE MACLEODS - FLACON / 100 ml
ARP000507;BENZYL BENZOATE GALENTIC PHARMA - FLACON / 250 ml
ARP000256;ANTI-HAEMORRHOIDS - TUBE / 30 G
ARP000440;AmlOZAAR - BOITE / 30
ARP000437;AmlOR - BOITE / 14
ARP003582;TESTO ENANT - BOITE / 1 AMPOULE DE 2 ml
ARP002337;METRONIDAZOLE BENZOATE ORAL - FLACON / 60 ml
ARP003441;SWOFLOX - BOITE / 10
ARP001339;ENTAMIZOLE - BOITE / 30
ARP003976;ZIDOVUDINE AUROBINDO - FLACON / 240 ml
ARP003945;Z MOX - BOITE / 1000
ARP003896;VOLTFAST - BOITE / 9
ARP003665;TRIAXONE - BOITE / 1 FLACON
ARP003375;STAVUDINE AUROBINDO - BOITE / 60
ARP002953;PREZISTA - BOITE / 120
ARP002414;MUCOLASE - FLACON / 120 ml
ARP002202;LUSIA-F - BOITE / 28
ARP002058;LAMIVUDINE AUROBINDO - FLACON / 240 ml
ARP002050;LAEVOLAC - BOITE / 20
ARP001670;GENTEAL - TUBE / 10 G
ARP001670;GENTEAL - FLACON / 10 ml
ARP001441;FAZLIN - BOITE / 1 FLACON
ARP001432;FAMYREL - BOITE / 100 PLAQUETTES DE 28
ARP001431;FALCIDAR - BOITE / 3
ARP001352;ERASMO - BOITE / 40
ARP001347;EPHEDRINE HOLDING - BOITE / 100
ARP001286;EDEX - BOITE / 1 FLACON
ARP001087;DEPO PROGESTIN - BOITE / 20
ARP000913;COARINATE FDC ENFANT - BOITE / 3
ARP000752;CERVARIX - BOITE / 1 FLACON
ARP000593;BONVIVA - BOITE / 1
ARP000172;AMIODARONE HOLDING - BOITE / 30
ARP000156;AMARYL M - BOITE / 30
ARP002524;NEVIRAPINE AUROBINDO - BOITE / 60
ARP001246;DUET - BOITE / 2
ARP001339;ENTAMIZOLE - FLACON / 100 ml
ARP001339;ENTAMIZOLE - BOITE / 15
ARP003771;UTROGESTAN - BOITE / 15
ARP003108;RHINEDRINE - FLACON / 13 ml
ARP002767;PANOL - BOITE / 10
ARP002394;MONSIN - TUBE / 15 G
ARP003998;ZOBENOL - BOITE / 1
ARP002587;NURFER - BOITE / 30
ARP002100;LEVAQUIN - BOITE / 5
ARP001355;ERECTOR - BOITE / 1
ARP001193;DOLEX SR - BOITE / 20
ARP001152;DICLOMAX - BOITE / 20
ARP000919;CODABROL - BOITE / 20
ARP000916;COARTEMAX - BOITE / 8
ARP000404;AZILIDE - BOITE / 3
ARP003998;ZOBENOL - FLACON / 20 ml
ARP002162;LONART - FLACON / 60 ml
ARP000608;BRONKIREX - FLACON / 125 ml
ARP003939;XYTENOL - BOITE / 28
ARP003939;XYTENOL - BOITE / 14
ARP003998;ZOBENOL - BOITE / 60
ARP003516;TEGUMA - BOITE / 28
ARP003516;TEGUMA - BOITE / 14
ARP003516;TEGUMA - TUBE / 15 G
ARP003178;ROXOLID - BOITE / 10
ARP002946;PREDNI - BOITE / 20
ARP002775;PANTOXON - BOITE / 1 FLACON
ARP002622;OEDES - BOITE / 14
ARP002365;MINAVITA - FLACON / 125 ml
ARP001071;DEBRIDAT - FLACON / 125 ml
ARP001071;DEBRIDAT - BOITE / 30
ARP000980;COVERSYL 8 - BOITE / 30
ARP000960;CORTIS - FLACON / 200 DOSES
ARP000812;CINET - BOITE / 40
ARP000323;ARTESUNATE+AMODIAQUINE SANOFI - BOITE / 25 BLISTERS DE 3
ARP000323;ARTESUNATE+AMODIAQUINE SANOFI - BOITE / 25 BLISTERS DE 6
ARP000194;AMONATE FDC - BOITE / 6
ARP000194;AMONATE FDC - BOITE / 3
ARP001332;ENHANCIN - FLACON / 60 ml
ARP001332;ENHANCIN - BOITE / 16
ARP000686;CARDULAR - BOITE / 28
ARP001506;FLIXONASE - FLACON / 60 DOSES
ARP000144;ALUVIA - BOITE / 60
ARP003392;STORVAS - BOITE / 30
ARP002807;PARAPLEX PLUS - FLACON / 125 ml
ARP002507;NEUROBION CP - BOITE / 20
ARP001985;JUVAMINE PHYTO GINSENG / GELEE ROYALE - BOITE / 10
ARP001982;JUVAMINE MAGNESIUM+VITAMINES - BOITE / 45
ARP001976;JUVAMINE FIZZ GOLD MULTIVITAMINES - BOITE / 30
ARP001685;GLIMPID - BOITE / 30
ARP001192;DOLEX - BOITE / 30
ARP001146;DICLOCED - FLACON / 10 ml
ARP000952;COPRIL - BOITE / 30
ARP000915;COARTEM - BOITE / 36 BLISTERS DE 6
ARP000472;BACQURE - BTE/1 FLACON
ARP001973;JUVAMINE FIZZ 11 VITAMINES - BOITE / 30
ARP003126;RICONIA - BOITE / 30
ARP003980;ZIDOVUDINE+LAMIVUDINE MATRIX - BOITE / 60
ARP003979;ZIDOVUDINE MATRIX - BOITE / 60
ARP003540;TENOFOVIR+LAMIVUDINE MATRIX - BOITE / 30
ARP003539;TENOFOVIR+EMTRICITABINE MATRIX - BOTE / 30
ARP003538;TENOFOVIR MATRIX - BOITE / 30
ARP002284;MELIX - BOITE / 60
ARP002284;MELIX - BOITE / 30
ARP002169;LOPINAVIR + RITONAVIR MATRiX - BOITE / 120
ARP002061;LAMIVUDINE MATRIX - BOITE / 30
ARP001508;FLOCIP - BOITE / 10
ARP001292;EFAVIRENZ MATRIX - BOITE / 30
ARP000332;ASCAL - BOITE / 20
ARP000069;AFTAGEL GEL BUCCAL - FLACON / 15 ml
ARP000062;AEROL100MCG SUSP INH DOSE - FLACON / 200 DOSES
ARP000008;ABACAVIR SULPHATE MATRIX - BOITE / 60
ARP004007;ZOLPIDEM ARROW - BOITE / 14
ARP003255;SEPTIVON - FLACON / 500 ml
ARP003081;REKAFOL - BOITE / 30
ARP002125;LIC PIROC - BOITE / 10
ARP002083;LAXOSE - FLACON / 200 ml
ARP001890;INDICAL - FLACON / 200 ml
ARP000680;CARBOSYLANE ENFANT - BOITE / 48
ARP000660;CANOVA - BOITE / 1
ARP003692;TRONID - BOITE / 20
ARP003668;TRICEF - BOITE / 1 FLACON
ARP001070;DAZOLE - BOITE / 1
ARP000975;COTRIXAZOL - BOITE / 20
ARP003935;XYLAR - BOITE / 14
ARP003610;TINRO - BOITE / 20
ARP003590;TETRAZEPAM ARROW - BOITE / 20
ARP003112;RHINEX NUIT - BOITE / 100
ARP003111;RHINEX JOUR - BOITE / 100
ARP002633;OFLOMAC - BOITE / 10
ARP001943;ISOLONE - BOITE / 20
ARP001943;ISOLONE - BOITE / 30
ARP001890;INDICAL - BOITE / 30
ARP001885;IMOX - FLACON / 100 ml
ARP001145;DICLOBAR - BOITE / 30
ARP001145;DICLOBAR - BOITE/30
ARP001121;DIABIREL - BOITE / 30
ARP001003;CURAM - BOITE / 1 FLACON
ARP001003;CURAM - BOITE/1 FLACON
ARP000787;CHLORURE DE SODIUM PRO - BOITE / 50 AMPOULES DE 10 ml
ARP000468;B-VIT FORT - BOITE / 100
ARP000602;BROMAZEPAM ARROW - BOITE / 30
ARP000403;AZICURE - BOITE / 3
ARP003840;VICLINE - BOITE / 10
ARP003597;THIOBACTIN - FLACON / 60 ml
ARP003442;SYLATE - BOITE / 20
ARP003144;RINOGRIP - BOITE / 10
ARP002725;OXYPEN - FLACON / 30 ml
ARP002526;NEXEN - BOITE / 10
ARP002239;MALACUR - BOITE / 8
ARP002190;LOXOF - FLACON / 100 ml
ARP002111;LEVOMAC - BOITE / 5
ARP002040;LACOMA-T - FLACON / 2,5 ml
ARP002039;LACOMA - FLACON / 2,5 ml
ARP001993;KAMAGRA - BOITE / 1
ARP001862;IBUMOL - FLACON / 60 ml
ARP001507;FLIXOTIDE - FLACON / 60 DOSES
ARP001442;FAZOL - FLACON / 30 ml
ARP001440;FASTORIK-N - FLACON / 10 ml
ARP001439;FASTORIK N - FLACON / 10 ml
ARP001305;ELERON - FLACON / 15 ml
ARP001305;ELERON - BOITE / 10
ARP001116;DEXERYL - TUBE / 250 G
ARP000921;COFANTRINE - BOITE / 2 FLACONS DE 60 ml
ARP000912;COARINATE FDC - BOITE / 3
ARP000747;CEPODEM - FLACON / 100 ml
ARP000154;AMAPINE - BOITE / 10
ARP000147;ALVITYL PLUS - BOITE / 40
ARP003077;RECORMON - BOITE / 6
ARP003077;RECORMON - BOITE / 6 seringues pre-remplies
ARP002904;PLASMOTRIM - BOITE / 600
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 6
ARP000914;COARSUCAM - BOITE / 25 BLISTERS DE 3
ARP000914;COARSUCAM - BOITE / 6
ARP000914;COARSUCAM - BOITE / 3
ARP000279;APRANAX - BOITE / 10
ARP003624;TOMYCOSE - FLACON / 25 ml
ARP003093;RESTAMINE - B0ITE / 10
ARP003085;REMOFEN - BOITE / 30
ARP002939;PRADIS - FLACON / 200 ml
ARP000384;AVASTIN - FLACON / 16 ml
ARP000384;AVASTIN - FLACON / 4 ml
ARP003276;SEVORANE - FLACON / 250 ml
ARP003143;RINIALER - BOITE / 20
ARP003114;RHINOCORT - FLACON / 120 DOSES
ARP001962;JADELLE - BOITE / 1
ARP000592;BONNET ROUGE JUNIOR LAIT DE CROISSANCE - POT / 400 mg
ARP000243;ANESDERM 5% CR - TUBE / 5 g
ARP003146;RINOMICINE - BOITE / 10
ARP003639;TRAMADIS - BOITE / 5
ARP002820;PASTILLE VALDA SANS SUCRE DIET - BOITE / 60 g
ARP002407;MOXYDAR - BOITE / 30
ARP001209;DOLOTREN GEL - TUBE / 100 g
ARP000253;ANTARENE GEL - FLACON / 150 ml
ARP000145;ALVITE - FLACON / 200 ml
ARP002162;LONART - BOITE / 16
ARP003068;RANOPHAGE - BOITE / 30
ARP002776;PARA MANEESH - BOITE / 1000
ARP001541;FLUDITEC - FLACON / 300 ml
ARP001465;FERIFIP - BOITE / 40
ARP000921;COFANTRINE - FLACON / 60 ml
ARP001719;GRANBERRY - BOITE / 40
ARP003950;ZAMUDOL - BIOTE / 30
ARP003950;ZAMUDOL - BOITE / 5
ARP003950;ZAMUDOL - BOITE / 10
ARP003895;VOLTARENE OPHTA - FLACON / 15 ml
ARP003407;SULFADOXINE+PYRIMETHAMINE - BOITE / 300
ARP003322;SOMAZINA - BOITE / 5 AMPOULES
ARP002780;PARACETAMOL - FLACON / 100 ml
ARP002499;NETAZOX-DT - BOITE / 6
ARP002494;NETAZOX - FLACON / 30 ml
ARP002283;MELEX - BOITE / 30
ARP002127;LIDOCAINE - FLACON / 20 ml
ARP002127;LIDOCAINE - FLACON / 50 ml
ARP002099;LEVANT - BOITE / 28
ARP001094;DERMOCUIVRE - TUBE / 100 g
ARP000971;COTRIMOXAZOLE - BOITE / 100 BLISTERS DE 10
ARP000782;CHLORURE DE SODIUM - FLACON / 3 LITRES
ARP000671;CARBACTIVE - BOITE / 30
ARP000231;AMlEP - BOITE / 14
ARP003510;TECAN - FLACON / 1
ARP003182;RUBIX - BOITE / 7
ARP003182;RUBIX - BOITE / 2
ARP003168;ROSIX - BOITE / 14
ARP003078;REDUS - BOITE / 28
ARP002993;PROTON - BOITE / 28
ARP002824;PAXEL - BOITE/1 FLACON
ARP002528;NEXTAR - BOITE / 28
ARP002528;NEXTAR - BOITE / 14
ARP002180;LOSACAR - BOITE / 28
ARP002180;LOSACAR - BOITE / 14
ARP001111;DEVALEX - BOITE / 60
ARP001111;DEVALEX - BOITE / 30
ARP001111;DEVALEX - BOIOTE / 30
ARP000982;COXEL - BOITE / 30
ARP000984;COXEL 200 - BIOTE / 20
ARP000984;COXEL 200 - BOITE / 30
ARP000983;COXEL 100 - BOITE / 10
ARP000572;BIPERIDYS - BOITE / 20
ARP003084;REMICRON MR - BOITE / 30
ARP000469;BABYGREBS - FLACON / 110 ml
ARP003937;XYLO MEPHA ADULTE - FLACON / 10 ml
ARP003936;XYLO MEPHA - FLACON / 10
ARP003259;SERDEP - BOITE / 14
ARP003105;REYATAZ - BOITE / 60
ARP002397;MONURIL - BOITE / 1
ARP001860;IBEFLOX - BOITE / 20
ARP001312;ELOXATINE - FLACON / 50 ml
ARP001312;ELOXATINE - FLACON / 36 ml
ARP001002;CURACNE - BOITE / 30
ARP000798;CHRONODINE - BOITE / 30
ARP000683;CARDIURINE - BOITE / 30
ARP000561;BIOFAR CALCIUM / MAGNESIUM - BOITE / 20
ARP000115;ALIVIAR - BOITE / 20
ARP002426;MYCODERME - FLACON / 30 g
ARP000112;ALGIXENE - BOITE / 12
ARP004014;ZOSTIN - BOITE / 30
ARP004014;ZOSTIN - BOITE / 10
ARP003954;ZAREX - FLACON / 100 ml
ARP003954;ZAREX - BOITE / 1
ARP003427;SUPRALER - BOITE / 14
ARP003427;SUPRALER - BOITE / 7
ARP003168;ROSIX - BOITE / 28
ARP002991;PROSTATONIN - BOITE / 30
ARP002561;NORMET - BOITE / 30
ARP002123;LEXUS - BOITE/1 FLACON
ARP002123;LEXUS - BOITE / 1 FLACON
ARP001719;GRANBERRY - BOITE / 1
ARP001706;GLYCET - BOITE / 30
ARP001656;GENPRESS - BOITE / 30
ARP001538;FLUCTINE - BOITE / 12
ARP000870;CLOFEN - TUBE / 20 g
ARP000767;CEZIN - BOITE / 28
ARP000767;CEZIN - BOITE / 14
ARP000767;CEZIN - BOITE / 7
ARP000565;BIOFAR VIT C 1000 - BOITE / 20
ARP000564;BIOFAR MAGNESIUM / POTASSIUM - BOITE / 20
ARP000563;BIOFAR COMPLEXE VITAMINES - BOITE / 20
ARP000562;BIOFAR CHROME ORGANIQUE - BOITE / 20
ARP000015;ACEPRIL PLUS - BOITE / 28
ARP000014;ACEPRIL - BOITE / 28
ARP003259;SERDEP - BOITE / 28
ARP003251;SEPCEN - BOITE / 10
ARP003164;ROMAC - BOITE / 7
ARP003164;ROMAC - BOITE / 10
ARP002984;PROMET - BOITE / 20
ARP002984;PROMET - BOITE / 10
ARP002426;MYCODERME - TUBE / 40 g
ARP002426;MYCODERME - BOITE / 3
ARP002333;METRONIDAZOLE - BOITE / 1000
ARP001874;IDOL - BOITE / 20
ARP001874;IDOL - BOITE / 10
ARP001867;IBUPROFENE - BOITE / 1000
ARP001809;HERPEVIR - TUBE / 10 g
ARP001809;HERPEVIR - BOITE / 35
ARP001163;DIGERVIN - BOITE / 10
ARP001163;DIGERVIN - BOITE / 20
ARP000799;CHRONOMIDE - BOITE / 30
ARP000792;CHOLESTIN - BOITE / 28
ARP000373;AULCER - BOITE / 28
ARP000373;AULCER - BOITE / 14
ARP000198;AMOXICILLINE - BOITE / 1000
ARP000198;AMOXICILLINE - BOITE / 100
ARP000112;ALGIXENE - BOITE / 30
ARP001809;HERPEVIR - BOITE / 25
ARP003035;QUININE - BOITE / 100
ARP002726;OXYTOCIN - BOITE / 50
ARP001695;GLUCOSE - BOITE / 100
ARP000925;COLCHIMAX - BOITE / 20
ARP000391;AVODAN - BOITE / 60
ARP000025;ACIDE ASCORBIQUE - BOITE / 100
ARP003585;TETRACYCLINE - BOITE / 1000
ARP002985;PROMETHAZINE - BOITE / 1000
ARP002253;MEBENDAZOLE - BOITE / 1000
ARP001730;GRISEOFULVINE - BOITE / 1000
ARP001730;GRISEOFULVINE - BOITE / 100
ARP001603;FUROSEMIDE - BOITE / 100
ARP000821;CIPROFLOXACINE - BOITE / 100
ARP000719;CEFOTAXIME - BOITE / 1 FLACON
ARP000704;CEFAZOLINE - BOITE / 50 FLACONS
ARP000506;BENZYL BENZOATE - FLACON / 1 L
ARP000220;AMPICILLINE - BOITE / 50 FLACONS
ARP000191;AMODIAQUINE - BOITE / 1000
ARP003409;SULFAMETHOXAZOLE / TRIMETOPRIME - BOITE / 1000
ARP000666;CAPTOPRIL - BOITE / 1000
ARP000387;AVIRANZ - BOITE / 30
ARP003205;SALBUTAMOL - FLACON / 60 ml
ARP002333;METRONIDAZOLE - FLACON / 60 ml
ARP002253;MEBENDAZOLE - FLACON / 30 ml
ARP003873;VITAMINE B6 - BOITE / 100
ARP003412;SULFATE DE MAGNESIUM - BOITE / 100
ARP003405;SULFADOXINE / PYRIMETHAMINE - BOITE / 3
ARP003132;RIFAMPICINE+ISONIAZIDE - BOITE / 1000
ARP003010;PYRAZINAMIDE - BOITE / 1000
ARP001603;FUROSEMIDE - BOITE / 200
ARP001388;ETHAMBUTOL - BOITE / 1000
ARP001368;ERYTHROMYCINE - BOITE / 10
ARP000780;CHLORURE DE POTASSIUM - BOITE / 10
ARP000777;CHLORPROMAZIN - BOITE / 1000
ARP000494;BECIDOUZE - BOITE / 20
ARP003974;ZIDINE - BOITE / 60
ARP001917;INSULET RAPIDE - FLACON / 10 ml
ARP001916;INSULET NPH - FLACON / 10 ml
ARP001915;INSULET MIX 30 - FLACON / 10 ml
ARP001575;FORSUNATE - BOITE / 12
ARP004008;ZOMAX - BOITE / 6
ARP004008;ZOMAX - nan
ARP004008;ZOMAX - FLACON / 15 ml
ARP003975;ZIDOVIR - BOITE / 60
ARP003975;ZIDOVIR - FLACON / 100 ml
ARP003875;VITAMINE C 1000 NS SUCRE - BOITE / 10
ARP003744;UMILINE ZINC COMPOSE - FLACON / 10 ml
ARP003743;UMILINE RAPIDE - FLACON / 10 ml
ARP003742;UMILINE PROTAMINE ISOPHANE - FLACON / 10 ml
ARP003741;UMILINE PROFIL - FLACON / 10 ml
ARP003365;STAPHYMICINE - BOITE / 1 FLACON
ARP003363;STADINE - BOITE / 60
ARP003253;SEPTEAL - FLACON / 250 ml
ARP002955;PRIMALAN - BOITE / 14
ARP002808;PARASPHAN - BOITE / 10
ARP002677;OPRAZOLE - BOITE / 14
ARP002536;NIDAZOLE - BOITE / 30
ARP002536;NIDAZOLE - FLACON / 100 ml
ARP002523;NEVIR - FLACON / 240 ml
ARP002523;NEVIR - BOITE / 60
ARP002521;NEVIMUNE - BOITE / 60
ARP002485;NEO-MERCAZOLE - BOITE / 50
ARP002429;MYCOSTER - FLACON / 30 g
ARP002429;MYCOSTER - FLACON / 3 ml
ARP002472;NAVELBINE - BOITE / 10 FLACONS
ARP002198;LUMALIA - BOITE / 3X21
ARP002084;LAZID - BOITE / 60
ARP002082;LAVIR - BOITE / 60
ARP002082;LAVIR - FLACON / 240 ml
ARP002055;LAMIVIR - FLACON / 240 ml
ARP002055;LAMIVIR - BOITE / 60
ARP001876;IKARAN - BOITE / 30
ARP001727;GRISEO LICYLEE - TUBE / 15 g
ARP001725;GRISEFULINE - BOITE / 30
ARP001692;GLUCALCIUM - BOITE / 100
ARP001357;ERGOMETRINE - BOITE / 100
ARP001293;EFCURE - BOITE / 30
ARP001248;DUO-COTEXIN - BOITE / 8
ARP001232;DOXYMYCINE - BOITE / 10
ARP001184;DIVIR - BOITE / 60
ARP001167;DINOR - BOITE / 60
ARP000827;CIPROLON - BOITE / 10
ARP000826;CIPROLAN - BOITE / 10
ARP000203;AMOXICILLINE BRISTOL MYERS - BOITE / 20 FLACONS DE 60 ml
ARP000189;AMOCLAN - FLACON / 60 ml
ARP000056;ADRENALINE TARTRATE - BOITE / 100 AMPOULES DE 1 ml
ARP003411;SULFAN - BOITE / 20
ARP003123;RIABAL - BOITE / 20
ARP002780;PARACETAMOL - BOITE / 20
ARP001600;FUMAFER - BOITE / 100
ARP004008;ZOMAX - BOITE / 3
ARP003669;TRICLOSAN - FLACON / 80 g
ARP003624;TOMYCOSE - FLACON / 125 ml
ARP003123;RIABAL - BOITE / 6
ARP003093;RESTAMINE - BOITE / 50
ARP002812;PARFEDERM - TUBE / 30 g
ARP002800;PARADEX - BOITE / 20
ARP002512;NEUROVITAN - BOITE / 30
ARP001523;FLUCAND - BOITE / 1
ARP000832;CIPTADINE - BOITE / 20
ARP000474;BACTICID - FLACON / 125 ml
ARP000189;AMOCLAN - BOITE / 15
ARP003862;VIT B COMPLEXE - BOITE / 100
ARP003012;PYRODOXINE CH - BOITE / 100
ARP002985;PROMETHAZINE - BOITE / 100
ARP002329;METOCLOPRAMIDE - BOITE / 100
ARP001806;HEPTAMINOL - BOITE / 10
ARP001136;DIAZEPAM - BOITE / 100
ARP001136;DIAZEPAM - BOITE / 10
ARP001015;CYANOCOBALAMINE VITB12 - BOITE / 100
ARP000168;AMINOPHYLLINE - BOITE / 100
ARP002736;Oxy.B.PHYT 90 - BOITE / 60
ARP001990;JUVESKIN 90 - BOITE / 60
ARP000775;CHLOROPHYT - BOITE / 60
ARP000298;AROMAPHYT - FLACON / 50 ml
ARP002964;PROBIO PHYT - BOITE / 60
ARP003782;VACCIN BCG - FLACON / 20 DOSES
ARP003781;VACCIN ANTITETANIQUE SERUM OF INSTITUTE INDIA - BOITE / 10 DOSES
ARP003780;VACCIN ANTIDIPHTERIQUE ANTITETANIQUE ANTICOQUELUCHEUX ABSORBE - BOITE / 10 DOSES
ARP001661;GENTAGAM - BOITE / 6
ARP000330;ASCABIOL - FLACON / 125 ml
ARP000026;ACIDE FOLIQUE - BOITE / 20
ARP002702;OROMONE - BOITE / 28
ARP002586;NUREFLEX - FLACON / 150 ml
ARP000867;CLIMASTON - BOITE / 28
ARP003798;VASCOR - BOITE / 60
ARP003798;VASCOR - FLACON / 60 ml
ARP003655;TREMADOL - BOITE / 20
ARP001726;GRISEO - BOITE / 30
ARP000548;BIGUAN - BOITE / 30
ARP000548;BIGUAN - BOITE / 50
ARP003036;QUININE RESORCINE - BOITE / 100 AMPOULES 4 ml
ARP003036;QUININE RESORCINE - BOITE / 100 AMPOULES DE 2 ml
ARP003314;SOLICAM - BOITE / 10
ARP003314;SOLICAM - BOITE / 28
ARP003305;SOCLAMOX - BOITE / 24
ARP003305;SOCLAMOX - BOITE / 12
ARP003305;SOCLAMOX - FLACON / 60 ml
ARP002269;MEDIVEINE - BOITE / 30
ARP001486;FIBROCARD - BOITE / 30
ARP000782;CHLORURE DE SODIUM - FLACON / 50 ml
ARP000782;CHLORURE DE SODIUM - FLACON / 500 ml
ARP000782;CHLORURE DE SODIUM - FLACON / 100 ml
ARP000734;CEFUTIL - BOITE / 10
ARP000166;AMILO - BOITE / 28
ARP000166;AMILO - BOITE / 14
ARP000255;ANTI-ANOREX TRIPLE - FLACON / 150 ml
ARP002700;OROKEN NOURRISSON - FLACON / 40 ml
ARP000724;CEFTAX - BOITE / 1 FLACON
ARP003710;TUSSIPAX - FLACON / 100 ml
ARP003498;TAREG - BOITE / 28
ARP003064;RANI-DENK - BOITE / 50
ARP002904;PLASMOTRIM - BOITE / 150
ARP002843;PERFALGAN NOURRISSONS - BOITE / 12 FLACONS
ARP002393;MONOTARD HM - FLACON / 10 ml
ARP002326;METHYLPREDNISOLONE - BOITE / 20 FLACONS
ARP002295;MEPRAMIDE - FLACON / 200 ml
ARP002295;MEPRAMIDE - FLACON / 30 ml
ARP001332;ENHANCIN - BOITE / 12
ARP001332;ENHANCIN - BOITE / 20
ARP001143;DICLO-DENK 100 mG - BOITE / 10
ARP001139;DICETEL - BOITE / 30
ARP000136;ALPRAZOLAM - BOITE / 30
ARP001821;HISTAC EVT - BOITE / 10
ARP000768;CHARBON BELLOC - BOITE / 36
ARP003841;VICOMBIL - FLACON / 200 ml
ARP003841;VICOMBIL - BOITE / 60
ARP002669;OMPRANYT - BOITE / 14
ARP002363;MIGRETIL - BOITE / 20
ARP001122;DIACOL - BOITE / 20
ARP000010;ACARILBIAL - FLACON / 200 ml
ARP002380;MIXTARD HM - FLACON / 10 ml
ARP001914;INSULATARD HM - FLACON / 10 ml
ARP000041;ACTRAPID HM - FLACON / 10 ml
ARP002300;MESPORIN - BOITE / 1 FLACON
ARP002756;PAN-CEFOTAXIME - FLACON / 1 g
ARP002711;OTRIVINE - FLACON / 10 ml
ARP003719;TYPHERIX - BOITE / 1 SERINgUE PRE-REMPLIE
ARP003714;TWINRIX ENFANT - BOITE / 1 SERINgUE PRE-REMPLIE
ARP003713;TWINRIX ADULTE - BOITE / 1 SERINgUE PRE-REMPLIE
ARP003263;SERETIDE DISKUS - FLACON / 60 DOSES
ARP002900;PIROXEN - BOITE / 2
ARP002861;PHARMATEX - BOITE / 6
