Nom du Medicament,Numero AMM,Date Début,Prix Public,DCI,dosage,Conditionnement,Forme Galénique,Laboratoire,Voie d’administration,classe thérapeutique,RCP,Notice,Image
STARVAL HTC,5822,22/02/2011,13008,VALSATRAN/HYDROCHLOROTHIAZIDE/ROSUVASTATINE,,BOITE / 30,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,hypertension artérielle et l’hypercholestérolémie,RCP,Notice,Image
STARVAL,5823,22/02/2011,11153,VALSARTAN,80 mg,BOITE / 30,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
PROFENID PEDIATRIQUE,4331,22/02/2011,1985,KETOPROFENE,1 mg,FLACON / 150 ml,SIROP,RHONE POULENC RORER,ORALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
OKA-OMEPRAZOLE INJ,5808,22/02/2011,9753,OMEPRAZOLE,40 mg,FLACON / 10 ml,SOLUTION INJECTABLE,OKASA,INJECTABLE,ANTIULCEREUX,RCP,Notice,Image
MICONA,5814,22/02/2011,3158,MICONAZOLE,2%,TUBE / 40 G,GEL BUCCAL,CENTAUR PHARMACEUTICALS PVT LTD,BUCCALE,ANTIFONGIQUE,RCP,Notice,Image
GYNO-MYCOLEX,5804,22/02/2011,0,MICONAZOLE,400 mg,BOITE / 3,OVULE,LUEX LTD,VAGINALE,ANTIFONGIQUE,RCP,Notice,Image
DIAPRIDE PLUS,5807,22/02/2011,2731,CHLORHYDRATE DE METFORMINE / GLIMEPIRIDE,1 mg / 500 mg,BOITE / 30,COMPRIMÉ,MICRO LABS LIMITED,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
DIAPRIDE FORTE,5806,22/02/2011,4060,CHLORHYDRATE DE METFORMINE / GLIMEPIRIDE,2 mg / 500 mg,BOITE / 30,COMPRIMÉ À LIBÉRATION PROLONGÉE,MICRO LABS LIMITED,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
CORBIS-H,5827,22/02/2011,6461,BISOPROLOL / HYDROCHLOROTHIAZIDE,5mg / 6.25mg,BOITE / 30,COMPRIMÉ,UNICHEM,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
BIEN-ETRE PREBIOPRO,5812,22/02/2011,8534,FOS actilight 950 P / Ribose / Bifobacterium long ME 25Mds / g / Lactobacillus acidophilus ME 50 Mds / g / Lactobacillus Rhamnosus ME 40 Mds / g,,BOITE / 45,GÉLULE,ACTIVA,ORALE,"probiotiques ou des prébiotiques,",RCP,Notice,Image
BETAZIDIM,5826,22/02/2011,9753,CEFTAZIDIME,1000mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,STRIDES ARCOLAB LIMITED,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
ANTICID PLUS,5831,22/02/2011,1170,HYDROXYDE D’ALUMINIUM / HYDROXYDE DE MAGNESIUM / SIMETHICONE,250mg / 50mg,FLACON / 200 ml,SUSPENSION BUVABLE,LUEX LTD,ORALE,ANTIULCEREUX,RCP,Notice,Image
ACCULOL,5813,22/02/2011,3877,BETAXOLOL,0.50%,FLACON / 5 ml,COLLYRE,ASHFORD,OCULAIRE,ANTIGLAUCOMATEUX,RCP,Notice,Image
THIAZILIX,5775,26/01/2011,4633,INDAPAMIDE,2.5mg,BOITE / 30,COMPRIMÉ,POLYMEDIC,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
SECUFEM,5778,26/01/2011,2438,LEVONORGESTREL,"1.5,mg",BOITE / 1,COMPRIMÉ,ELEA SA CIF,ORALE,CONTRACEPTIF,RCP,Notice,Image
ENOXA,5792,26/01/2011,9266,ENOXAPAINE,"8000 UI / 0,8 ml",BOITE / 2 SERINGUES PRE-REMPLIES,SOLUTION INJECTABLE,MEDIS,INJECTABLE,ANTICOAGULANT,RCP,Notice,Image
CEFOVIT FORTE,5783,26/01/2011,3414,CEFALEXINE,500mg,FLACON / 20 GELULES,GÉLULE,VIVENZA INTERNATIONAL,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
CEFIM,5784,26/01/2011,5328,CEFIXIME,400 mg,BOITE / 6,GÉLULE,ZYNOVA / OMAN PHARMACEUTICALS PRODUCTS,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
BETAMED,5756,26/01/2011,2560,BETAMETHASONE,4mg/ml,BOITE / 5,AMPOULE INJECTABLE,MEDILAB UK LTD,INJECTABLE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
TRAVISIL SANS SUCRE,5760,5/1/2011,2804,ADHOTORDA VASICA / EMBLICA OFFICINALIS / GLYCIRRHIZA GLABRA / PEPER NIGRUM / PIPER LONGUM / ZINGIBER OFFICINALE,,FLACON / 100 ml,SIROP,PLETHICO PHARMACEUTICALS LTD,ORALE,ANTITUSSIF,RCP,Notice,Image
TRAVISIL ORANGE,5743,5/1/2011,2134,ADHATODA VASICA / ENBLICA OFFICINALIS / GLYCIRRHIZA GLABRA / PEPER NIGRUM / PIPER LONGUM / ZINGIBER OFFICINALE,,BOITE / 12,PASTILLE,PLETHICO PHARMACEUTICALS LTD,ORALE,expectorants / anti-inflammatoires / antioxydants / digestifs,RCP,Notice,Image
TRAVISIL GINGEMBRE,5759,5/1/2011,1524,ADHOTORDA VASICA / PEPER NIGRUM / PIPER LONGUM / ZINGIBER OFFICINALE,,BOITE / 16,PASTILLE,PLETHICO PHARMACEUTICALS LTD,ORALE,ANTITUSSIF,RCP,Notice,Image
TRAVISIL CITRON,5742,5/1/2011,2134,ADHORATE VASICA / PIPER LOGUM / PEPER NIGRUM / zingiber officinale/ glycirrhiza glabra/ emblica officinalis/ curcura longa/ acacia catechu/ foeniculum vul,,BOITE / 12,PASTILLE,PLETHICO PHARMACEUTICALS LTD,ORALE,ANTITUSSIF,RCP,Notice,Image
TAMIFLU,5758,5/1/2011,21335,OSELTAMIVIR,40 mg,BOITE / 10,GÉLULE,F.HOFFMAN-LA ROCHE LTD,ORALE,ANTIVIRAL,RCP,Notice,Image
TAMIFLU,5757,5/1/2011,10668,OSELTAMIVIR,30 mg,BOITE / 10,GÉLULE,F.HOFFMAN-LA ROCHE LTD,ORALE,ANTIVIRAL,RCP,Notice,Image
STATICOL,5763,5/1/2011,3902,SIMVASTATINE,20 mg,BOITE / 14,COMPRIMÉ ENROBÉ,POLYMEDIC,ORALE,HYPOCHOLESTEROLEMIANT,RCP,Notice,Image
STARVAL,5821,5/1/2011,16727,HYDROCHLOROTHIAZIDE / VALSARTAN,"12,5 mg / 80 mg",BOITE / 30,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
MEPAFLOXINE,5782,5/1/2011,4267,LEVOFLOXACINE,750 mg,BOITE / 5,COMPRIMÉ,MEPACO,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
LOSATRUST-H,5781,5/1/2011,10972,HYDROCHLOROTHIAZIDE / LOSARTAN,"12,5 mg / 50 mg /",BOITE / 30,COMPRIMÉ,CENTAUR PHARMACEUTICALS PVT LTD,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
LEEFLOX,5777,5/1/2011,1926,LEVOFLOXACINE,"0,50%",FLACON / 5 ml,SOLUTION OCULAIRE ET/OU AURICULAIRE,CENTAUR PHARMACEUTICALS PVT LTD,OCULAIRE/AURICULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
HISPRIL A,5780,5/1/2011,9863,ESOMEPRAZOLE,5 mg,BOITE / 30,COMPRIMÉ,MICRO LABS LIMITED,ORALE,INHIBITEURS,RCP,Notice,Image
HISPRIL,5779,5/1/2011,6644,LISINOPRIL,5 mg,BOITE / 30,COMPRIMÉ,MICRO LABS LIMITED,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
ENEAS,5710,5/1/2011,6096,ENALAPRIL / NITRENDIPINE,10 mg / 20 mg,BOITE / 30,COMPRIMÉ,FERRER INTERNATIONAL S.A.,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
CLAVICIN,5752,5/1/2011,1829,ACIDE CLAVULANIQUE / AMOXCILLINE,1000 g / 200 mg,BOITE / 1,AMPOULE INJECTABLE,STRIDES ARCOLAB LIMITED,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
BETANOL,5766,5/1/2011,2304,BETAMETHASONE / CLIOQUINOL,"0,9 G / 15 mg",TUBE / 30 G,CRÈME DERMIQUE,MEDILAB UK LTD,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
BETAMED,5754,5/1/2011,2499,METRONIDAZOLE,"0,05%",TUBE / 30 G,POMMADE DERMIQUE,MEDILAB UK LTD,CUTANEE,nitroimidazoles,RCP,Notice,Image
BETAMED,5753,5/1/2011,2499,BETAMETHASONE,"0,05%",TUBE / 30 G,CRÈME DERMIQUE,MEDILAB UK LTD,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
STAY SAFE PDCA 4,5767,31/12/2010,7534,D.P.C.A. 2 FRESENIUS,,POCHE / 200 ml,SOLUTION POUR PERFUSION,FRESENIUS MEDICAL CARE,INJECTABLE,Solution de dialyse,RCP,Notice,Image
STAY SAFE DPCA 3,5769,31/12/2010,7534,D.P.C.A. 2 FRESENIUS,,POCHE / 200 ml,SOLUTION POUR PERFUSION,FRESENIUS MEDICAL CARE,INJECTABLE,Solution de dialyse,RCP,Notice,Image
OXACILLINE NORTH CP CHINE,5720,31/12/2010,780,OXACILLINE,250 mg / mg,FLACON / 60 ml,SUSPENSION BUVABLE,NORTH CP CHINE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
IRYS,5770,31/12/2010,3231,GLIMEPIRIDE,2 mg,BOITE / 30,COMPRIMÉ,MEDIS,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
GRISEOFULINE CREAT,5773,31/12/2010,5045,GRISEOFULVINE,250 mg,BOITE / 100,COMPRIMÉ,CREATC-BAILLY,ORALE,ANTIFONGIQUE,RCP,Notice,Image
GENTAMED,5796,31/12/2010,1158,GENTAMICINE,"0,30%",TUBE / 5 G,POMMADE OPHTALMIQUE,MEDILAB UK LTD,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
GENTAMED,5795,31/12/2010,853,GENTAMICINE,"0,30%",FLACON / 5 ml,COLLYRE,MEDILAB UK LTD,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
ENTAMED,5796,31/12/2010,1158,GENTAMICINE,"0,30%",TUBE / 5 G,POMMADE OPHTALMIQUE,MEDILAB UK LTD,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
ENOXA,5791,31/12/2010,7888,ENOXAPARINE,"6000 UI / 0,6 ml mg",BOITE / 2 SERINGUES PRE-REMPLIES,SOLUTION INJECTABLE,MEDIS,INJECTABLE,ANTICOAGULANT,RCP,Notice,Image
BETA-SALIC,5765,31/12/2010,1695,BETAMETHASONE,"0,64 mg",TUBE / 30 G,POMMADE DERMIQUE,MEDILAB UK LTD,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
ZOLINE,5776,30/12/2010,7315,LEVOFLOXACINE,500 mg,BOITE / 10,COMPRIMÉ,BDA PHARMA PVT LTD,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
SECEF,5785,30/12/2010,6218,CEFIXIME,100 mg,FLACON / 60 ml,SUSPENSION BUVABLE,SANDOZ GMBH,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
IRYS,5772,30/12/2010,4877,GLIMEPIRIDE,4 mg,BOITE / 30,COMPRIMÉ,MEDIS,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
GLIMITAB,5798,30/12/2010,3231,GLIMEPIRIDE,2 mg,BOITE / 30,COMPRIMÉ,CENTAUR PHARMACEUTICALS PVT LTD,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
GLIMITAB,5797,30/12/2010,2377,GLIMEPIRIDE,1 mg,BOITE / 30,COMPRIMÉ,CENTAUR PHARMACEUTICALS PVT LTD,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
ENOXA,5790,30/12/2010,6230,ENOXAPARINE,"4000 UI / 0,4 ml",BOITE / 2 SERIGUE PRE-REMPLIES,SOLUTION INJECTABLE,MEDIS,INJECTABLE,ANTICOAGULANT,RCP,Notice,Image
ENOXA,5789,30/12/2010,4364,ENOXAPRINE SODIQUE,"2000 UI / 0,2 ml",BOITE / 2 SERIGUE PRE-REMPLIES,SOLUTION INJECTABLE,MEDIS,SOUS CUTANEE,ANTICOAGULANT,RCP,Notice,Image
ENOXA,5790,30/12/2010,6230,ENOXAPRINE SODIQUE,4000 UI,BOITE / 2 SERINGUES PRE-REMPLIES,SOLUTION INJECTABLE,MEDIS,INJECTABLE,ANTICOAGULANT,RCP,Notice,Image
ENOXA,5789,30/12/2010,4364,ENOXAPARINE,2000,BOITE / 2 SERINGUES PRE-REMPLIES,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,MEDIS,SOUS CUTANEE,ANTICOAGULANT,RCP,Notice,Image
PROUZIAC,5794,23/12/2010,2231,FLUOXETINE,20 mg,BOITE / 20,GÉLULE,MEDICAL BAHRI COMPANY,ORALE,ANTIDEPRESSEUR,RCP,Notice,Image
JUVAMINE PHYTO SEVE ROYALE,5745,23/12/2010,4633,EXTRAIT D ACEROLA / EXTRAIT DE POLLEN / EXTRAIT DE PROPOLIS / GELE ROYALE / JUS CONCENTRE D’ARGOUSIER / MIEL,150 mg / 1500 mg / 387 mg / 454 mg / 500 mg,BOITE / 10,COMPRIMÉ EFFERVESCENT,JUVA SANTE,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
IRYS,5771,23/12/2010,4755,GLIMEPIRIDE,3 mg,BOITE / 30,COMPRIMÉ,MEDIS,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
STA SAFE DPCA 2,5768,22/12/2010,7534,D.P.C.A. 2 FRESENIUS,,POCHE / 200 ml,SOLUTION POUR PERFUSION,FRESENIUS MEDICAL CARE,INJECTABLE,Solution de dialyse,RCP,Notice,Image
RANFERON PLUS,5733,22/12/2010,2438,ACIDE ASCORBIQUE / ACIDE FOLIQUE / CYANOCOBALAMINE / FER / ZINC,"/ 10 mg / 1,125 mg / 112,5 mg / 305 mg",BOITE / 30,GÉLULE,RANBAXY LABORATOIRES LIMITED,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
RABIRAL,5721,22/12/2010,10365,RABEPRAZOLE,20 mg,BOITE / 25,COMPRIMÉ GASTRO-RÉSISTANT,BARAKAT PHARMACEUTiCAL iNDUSTRiES,ORALE,ANTIULCEREUX,RCP,Notice,Image
NOVEX,5727,22/12/2010,9266,ENOXAPARINE,"8000 UI / 0,8 ml",BOITE / 2 SERINGUES PRE-REMPLIES,SOLUTION INJECTABLE,SOTHEMA,SOUS CUTANEE,ANTICOAGULANT,RCP,Notice,Image
EXFORGE,5695,22/12/2010,32430,AmlODIPINE / HYDROCHLOROTHIAZIDE / VALSARTAN,10 mg / 12.5 mg / 160 mg,BOITE / 28,COMPRIMÉ PELLICULÉ,NOVARTIS PHARMA,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
ESOREST,5793,22/12/2010,9753,ESOMEPRAZOLE,40 mg,BOITE / 10,COMPRIMÉ,CENTAUR PHARMACEUTICALS PVT LTD,ORALE,ANTIULCEREUX,RCP,Notice,Image
ENHANCIN,4568,22/12/2010,2602,ACIDE CLAVULANIQUE / AMOXCILLINE,1000 mg / 200 mg,BOITE / 1,AMPOULE INJECTABLE,RANBAXY LABORATOIRES LIMITED,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
COVERSYL,5616,22/12/2010,17678,PERINDOPRIL,10 mg,BOITE / 30,COMPRIMÉ PELLICULÉ SÉCABLE,SERVIER,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
CLAVIREX,5740,22/12/2010,1451,ACIDE CLAVULANIQUE / AMOXICILLINE,100 mg / 500 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,SANOFI WINTHROP A.M.O,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
CEFTRAL,5755,22/12/2010,4267,CEFTRIAXONE,1 g,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,MEDILAB UK LTD,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
BIEN ETRE TONUS VITALITE,5736,22/12/2010,8534,ACEROLA / ANANAS / GINSENG / GUARANA,120 mg / 20 mg / 30 mg,BOITE / 45,GÉLULE,ACTIVA,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
TAHOR,5725,15/11/2010,27431,ATORVASTATINE,10 mg,BOITE / 90,COMPRIMÉ PELLICULÉ,PFIZER HOLDING FRANCE,ORALE,HYPOCHOLESTEROLEMIANT,RCP,Notice,Image
SERTRALINE PFIZER,5730,15/11/2010,1951,SERTRALINE,25 mg,BOITE / 28,GÉLULE,PFIZER HOLDING FRANCE,ORALE,ANTIDEPRESSEUR,RCP,Notice,Image
RACIPER,5751,15/11/2010,5571,ESOMEPRAZOLE,20 mg,BOITE / 14,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,ANTIULCEREUX,RCP,Notice,Image
KINAL CODEINE,5738,15/11/2010,1646,CAFEINE / CODEINE PHOSPHATE HEMIHYDRATE / PARACETAMOL,20 mg / 400 mg / 5 mg,BOITE / 3 BLISTERS DE 6,GÉLULE,PHARMA PRODUCT MANUFACTURING (PPM),ORALE,ANTALGIQUE,RCP,Notice,Image
JUVAMINE FIZZ TAURINE GINSENG,5746,15/11/2010,3535,CAFEINE / EXTRAIT DE GINSENG BLANC / EXTRAIT DE GUARANA / TAURINE / VITAMINE C,,BOITE / 30,COMPRIMÉ EFFERVESCENT,JUVA SANTE,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
EDICIN,5732,15/11/2010,13716,VANCOMYCINE,1000 mg,BOITE / 1,AMPOULE INJECTABLE,SANDOZ GMBH,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
EDICIN,5731,15/11/2010,6839,VANCOMYCINE,0.5 g,BOITE / 1,AMPOULE INJECTABLE,SANDOZ GMBH,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
CLOMED,5750,15/11/2010,1743,CLOBETASOL,0.50%,TUBE / 30 G,CRÈME DERMIQUE,MEDILAB UK LTD,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
CLAVIREX,5696bis,15/11/2010,7814,ACIDE CLAVULANIQUE / AMOXICIILLINE,125 mg / 500 mg,BOITE / 30,COMPRIMÉ,WINTHROP PHARMA SENEGAL,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
CLAMOXYL,5744,15/11/2010,4121,AMOXICILLINE,1000 mg,BOITE / 12,COMPRIMÉ,GLAXO SMITH KLINE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
BIEN ETRE MINCEUR,5741,15/11/2010,8534,ANANAS COMOSUS / CAMELLI SINENSIS / FUCUS VESICULOSIS / PAULLINIA CUPANA / ZINGIBER OFFICINALE,,BOITE / 45,GÉLULE,ACTIVA,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
CLOTRIDERM,5748,26/10/2010,1585,CLOTRIMAZOLE,1000 mg,BOITE / 6,OVULE,MEDILAB UK LTD,VAGINALE,ANTIFONGIQUE,RCP,Notice,Image
CLOTRIDEM,5747,26/10/2010,1999,CLOTRIMAZOLE,1%,TUBE / 30 G,CRÈME DERMIQUE,MEDILAB UK LTD,CUTANEE,ANTIFONGIQUE,RCP,Notice,Image
TAHOR,5723,15/10/2010,38403,ATORVASTATINE,20 mg,BOITE / 90,COMPRIMÉ,PFIZER HOLDING FRANCE,ORALE,HYPOCHOLESTEROLEMIANT,RCP,Notice,Image
GLIBOMET,5705,30/08/2010,3048,GLIBENCLAMIDE / METFORMINE,2.5 mg / 400 mg,BOITE / 40,COMPRIMÉ,GUIDOTTI,ORALE,ANTIDIABETIQUE,RCP,Notice,Image
TRONOTHANE,5707,17/08/2010,2621,PRAMOCAINE,1 g,TUBE / 30 G,GEL DERMIQUE,LISA PHARM,RECTALE,ANESTHESIQUE,RCP,Notice,Image
TIORFAN,5717,17/08/2010,5706,RACECADOTRIL,10 mg,BOITE / 16,SACHET,FOURNIER SA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
TIORFAN,5716,17/08/2010,5706,RACECADOTRIL,100 mg,BOITE / 20,GÉLULE,FOURNIER SA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
TIORFAN,5718,17/08/2010,5706,RACECADOTRIL,30 mg,BOITE / 16,SACHET,FOURNIER SA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
TIORFAN,5716,17/08/2010,5706,RACECADOTRIL,100 mg,BOITE / 20,GÉLULE,FOURNIER SA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
SYNFLORIX,5708,17/08/2010,42658,"Polysaccharide pneumococcique serotype 1-7,9, 14,18,19 / prote",16 mcg,BOITE / 1 SERINGUE PRE-REMPLIE,SOLUTION INJECTABLE,GLAXO SMITH KLINE BIOLOGICAL SA,INJECTABLE,"VACCIN CONTRE LA PNEUMONIE, LA MENINGITE, LA BACTERIEMIE ET L’OTITE,",RCP,Notice,Image
"MUVAGEL 0,1%",5715,17/08/2010,10363,HYALURONATE DE SODIUM,0.10%,BOITE / 8 MONODOSES DE 5 ml,GEL DERMIQUE,ENVENCIA,VAGINALE,,RCP,Notice,Image
"MUVAGEL 0,1%",5714,17/08/2010,6120,HYALURONATE DE SODIUM,0.10%,BOITE / 4 MONODOSES DE 5 ml,GEL DERMIQUE,ENVENCIA,VAGINALE,,RCP,Notice,Image
MINIRINMELT,5704,17/08/2010,18287,DESSMOPRESSINE,60 mcg,BOITE / 30,LYOPHYLISAT ORAL,FERRING S.A.S,ORALE,ANTIDIURETIQUES,RCP,Notice,Image
GLIVEC,5712,17/08/2010,3055520,IMATINIB,400 mg,BOITE / 30,COMPRIMÉ,NOVARTIS PHARMA,ORALE,ANTICANCEREUX,RCP,Notice,Image
EXFORGE HTC,5697,17/08/2010,32430,AmlODIPINE / HYDROCHLOROTHIAZIDE / VALSARTAN,10 mg / 160 mg / 25 mg,BOITE / 28,COMPRIMÉ,NOVARTIS PHARMA,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
EXFORGE HTC,5694,17/08/2010,32430,AmlODIPINE / HYDROCHLOROTHIAZIDE / VALSARTAN,12.5 mg / 160 mg / 5 mg,BOITE / 28,COMPRIMÉ,NOVARTIS PHARMA,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
EXFORGE HTC,5696,17/08/2010,7814,AmlODIPINE / HYDROCHLOROTHIAZIDE / VALSARTAN,160 mg / 25 mg / 5 mg,BOITE / 28,COMPRIMÉ,NOVARTIS PHARMA,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
DISMATEX,5713,17/08/2010,5486,EXTRAIT SEC DE FRUIT DE VITEX AGNUS-CASTUS,4 mg,BOITE / 40,GÉLULE,ENVENCIA,ORALE,ANTALGIQUE,RCP,Notice,Image
COVERAM,5692,17/08/2010,18897,AmlODIPINE / PERINDOPRIL,10 mg,BOITE / 30,COMPRIMÉ,SERVIER,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
COVERAM,5693,17/08/2010,18592,AmlODIPINE / PERINDOPRIL,10 mg / 5 mg,BOITE / 10,COMPRIMÉ,SERVIER,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
COVERAM,5691,17/08/2010,13106,AmlODIPINE / PERINDOPRIL,10 mg / 5 mg,BOITE / 30,COMPRIMÉ,SERVIER,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
COVERAM,5690,17/08/2010,12801,AmlODIPINE / PERINDOPRIL,5 mg,BOITE / 30,COMPRIMÉ,SERVIER,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
AZYTER,5709,17/08/2010,4876,AZITHROMYCINE,15 mg/ g,BOITE / 6 UNIDOSES,COLLYRE,THEA,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
AVODART,5689,17/08/2010,19494,DUTASTERIDE,"0,5 mg",BOITE / 30,CAPSULE MOLLE,GLAXO SMITH KLINE,ORALE,MEDICAMENTS UTILISES DANS LE TRAITEMENT DE L’HYPERTROPHIE BENIGNE DE LA PROSTATE,RCP,Notice,Image
ARIXTRA,5706,17/08/2010,5425,FONDAPARINUX SODIQUE,"2,5 mg / 0,5 ml",BOITE / 2 SERINGUES PRE-REMPLIES,SOLUTION INJECTABLE,GLAXO SMITH KLINE BIOLOGICAL SA,ORALE,ANTICOAGULANT,RCP,Notice,Image
APTAMIL PEPTI JUNIOR,5703,17/08/2010,4803,,,POT / 400 G,LAIT PÉDIATRIQUE,BLEDINA SA,ORALE,LAIT NUTRITIONNEL,RCP,Notice,Image
APTAMIL HA1,5698,17/08/2010,4389,,,POT / 400 G,LAIT PÉDIATRIQUE,BLEDINA SA,ORALE,LAIT NUTRITIONNEL,RCP,Notice,Image
APTAMIL 2,5701,17/08/2010,3645,,,POT / 400 G,LAIT PÉDIATRIQUE,BLEDINA SA,ORALE,LAIT NUTRITIONNEL,RCP,Notice,Image
APTAMIL 1,5700,17/08/2010,3645,ACIDE L-ASCORBIQUE / CARBONATE DE CALCIUM / CHLORURE DE MAGNÉSIUM / CHLORURE DE POTASSIUM / CITRATE DE SODIUM TRIBASIQUE / LECITHINE DE SOJA,,POT / 400 G,LAIT PÉDIATRIQUE,BLEDINA SA,ORALE,LAIT NUTRITIONNEL,RCP,Notice,Image
NUGREL,5669,22/05/2010,18776,CLOPIDOGREL,75 mg,BOITE / 30,COMPRIMÉ,MICRO LABS LIMITED,ORALE,ANTIAGGREGANT PLAQUETTAIRE,RCP,Notice,Image
TROYSPRIN,5668,20/05/2010,3779,ACIDE ACÉTYLSALICYLIQUE,1000 mg,BOITE / 5,AMPOULE INJECTABLE,TROIKAA PHARMACEUTICALS LIMITED,INJECTABLE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
SUFENTANIL BIOTIS PHARMA,5658,20/05/2010,6706,SUFENTANIL,10mcg / 2 ml,BOITE / 10,AMPOULE INJECTABLE,BIOTIS PHARMA,INJECTABLE,ANESTHESIQUE,RCP,Notice,Image
RES-Q,5672,20/05/2010,1402,HYDROXYDE D’ALUMINIUM / HYDROXYDE DE MAGNESIUM / SIMETHICONE,300 mg / 10 mg / 25 mg,FLACON / 200 ml,SUSPENSION BUVABLE,AYRTON DRUG MANUFACTURING LIMITED,ORALE,ANTIULCEREUX,RCP,Notice,Image
MIRCERA,5681,20/05/2010,121916,METHOXYPOLYETHYLENE GLYCOL-EPOETINE BETA,"50 mcg / 0,3 ml",BOITE / 1 SERINGUE PRE-REMPLIE,SOLUTION INJECTABLE,ROCHE,INJECTABLE,ANTIANEMIQUE,RCP,Notice,Image
MAGNESIA SANS PELLIGRINO,5688,20/05/2010,2377,HYDROXYDE D’ALUMINIUM,81 g/100 g,FLACON / 100 G,SUSPENSION BUVABLE,SAPROCHI,ORALE,OLIGOELEMENT,RCP,Notice,Image
DOPAMINE BIOTIS,5598,20/05/2010,42280,DOPAMINE CHLORHYDRATE,40 mg / ml,BOITE / 50 AMPOULES,SOLUTION INJECTABLE,BIOTIS PHARMA,INJECTABLE,ANTIDEPRESSEUR,RCP,Notice,Image
